#Stress_component	Analytical	Numerical	Abs_error

sig11		-0.000000	0.002195	0.002195	
sig22		-0.000000	0.000862	0.000862	
sig33		0.000000	0.002195	0.002195	
sig23		-0.000000	-0.002131	0.002131	
sig13		-1.798076	-1.813384	0.015308	
sig12		-0.000000	0.001612	0.001612	
