0 5.333333 0.002195 0.000862 0.002195 0.000000 0.040089  0.394920
1 5.250000 -0.002195 -0.000862 -0.002195 -0.000000 0.039798  0.394920
2 5.166667 0.002195 0.000862 0.002195 0.000000 0.040323  0.394920
3 5.083333 -0.002195 -0.000862 -0.002195 -0.000000 0.040262  0.394920
4 5.000000 0.002195 0.000862 0.002195 0.000000 0.041019  0.394920
5 4.916667 -0.002195 -0.000862 -0.002195 -0.000000 0.041182  0.394920
6 4.833333 0.002195 0.000862 0.002195 0.000000 0.042169  0.394920
7 4.750000 -0.002195 -0.000862 -0.002195 -0.000000 0.042547  0.394920
8 4.666667 0.002195 0.000862 0.002195 0.000000 0.043757  0.394920
9 4.583333 -0.002195 -0.000862 -0.002195 -0.000000 0.044335  0.394920
10 4.500000 0.002195 0.000862 0.002195 0.000000 0.045755  0.394920
11 4.416667 -0.002195 -0.000862 -0.002195 -0.000000 0.046511  0.394920
12 4.333333 0.002195 0.000862 0.002195 0.000000 0.048121  0.394920
13 4.250000 -0.002195 -0.000862 -0.002195 -0.000000 0.049025  0.394920
14 4.166667 0.002195 0.000862 0.002195 0.000000 0.050793  0.394920
15 4.083333 -0.002195 -0.000862 -0.002195 -0.000000 0.051800  0.394920
16 4.000000 0.002195 0.000862 0.002195 0.000000 0.053681  0.394920
17 3.916667 -0.002195 -0.000862 -0.002195 -0.000000 0.054725  0.394920
18 3.833333 0.002195 0.000862 0.002195 0.000000 0.056651  0.394920
19 3.750000 -0.002195 -0.000862 -0.002195 -0.000000 0.057640  0.394920
20 3.666667 0.002195 0.000862 0.002195 0.000000 0.059510  0.394920
21 3.583333 -0.002195 -0.000862 -0.002195 -0.000000 0.060311  0.394920
22 3.500000 0.002195 0.000862 0.002195 0.000000 0.061980  0.394920
23 3.416667 -0.002195 -0.000862 -0.002195 -0.000000 0.062402  0.394920
24 3.333333 0.002195 0.000862 0.002195 0.000000 0.063658  0.394920
25 3.250000 -0.002195 -0.000862 -0.002195 -0.000000 0.063429  0.394920
26 3.166667 0.002195 0.000862 0.002195 0.000000 0.063969  0.394920
27 3.083333 -0.002195 -0.000862 -0.002195 -0.000000 0.062699  0.394920
28 3.000000 0.002195 0.000862 0.002195 0.000000 0.062085  0.394920
29 2.916667 -0.002195 -0.000862 -0.002195 -0.000000 0.059216  0.394920
30 2.833333 0.002195 0.000862 0.002195 0.000001 0.056819  0.394920
31 2.750000 -0.002195 -0.000862 -0.002195 -0.000001 0.051554  0.394920
32 2.666667 0.002195 0.000862 0.002195 0.000001 0.046474  0.394920
33 2.583333 -0.002195 -0.000862 -0.002195 -0.000001 0.037670  0.394920
34 2.500000 0.002195 0.000862 0.002195 0.000001 0.028619  0.394920
35 2.416667 -0.002195 -0.000862 -0.002195 -0.000001 0.014646  0.394920
36 2.333333 0.002195 0.000862 0.002195 0.000001 -0.000206  0.394920
37 2.250000 -0.002195 -0.000862 -0.002195 -0.000001 -0.021671  0.394920
38 2.166667 0.002195 0.000862 0.002195 0.000001 -0.044904  0.394920
39 2.083333 -0.002195 -0.000862 -0.002195 -0.000001 -0.077143  0.394920
40 2.000000 0.002195 0.000862 0.002195 0.000001 -0.112325  0.394920
41 1.916667 -0.002195 -0.000862 -0.002195 -0.000001 -0.159894  0.394920
42 1.833333 0.002195 0.000862 0.002195 0.000001 -0.211758  0.394920
43 1.750000 -0.002195 -0.000862 -0.002195 -0.000001 -0.280722  0.394920
44 1.666667 0.002195 0.000862 0.002195 0.000001 -0.354872  0.394920
45 1.583333 -0.002195 -0.000862 -0.002195 -0.000001 -0.452486  0.394920
46 1.500000 0.002195 0.000862 0.002195 0.000001 -0.553288  0.394920
47 1.416667 -0.002195 -0.000862 -0.002195 -0.000001 -0.685784  0.394920
48 1.333333 0.002195 0.000862 0.002195 0.000001 -0.807484  0.394920
49 1.250000 -0.002195 -0.000862 -0.002195 -0.000001 -0.972995  0.394920
50 1.166667 0.002195 0.000862 0.002195 -0.000001 -1.045346  0.394920
51 1.083333 -0.002195 -0.000862 -0.002195 0.000019 -1.357476  0.394920
53 0.916667 -0.002195 -0.000862 -0.002195 -0.000277 -1.624963  -1.798100
54 0.833333 0.002195 0.000862 0.002195 0.000200 -1.565142  -1.798100
55 0.750000 -0.002195 -0.000862 -0.002195 0.001017 -1.719239  -1.798100
56 0.666667 0.002195 0.000862 0.002195 0.000424 -1.750383  -1.798100
57 0.583333 -0.002195 -0.000862 -0.002195 -0.001597 -1.794601  -1.798100
58 0.500000 0.002195 0.000862 0.002195 -0.000623 -1.800631  -1.798100
59 0.416667 -0.002195 -0.000862 -0.002195 0.001294 -1.814667  -1.798100
60 0.333333 0.002195 0.000862 0.002195 -0.000947 -1.812366  -1.798100
61 0.250000 -0.002195 -0.000862 -0.002195 0.000955 -1.817632  -1.798100
62 0.166667 0.002195 0.000862 0.002195 -0.000344 -1.813818  -1.798100
63 0.083333 -0.002195 -0.000862 -0.002195 -0.002252 -1.817189  -1.798100
64 0.000000 0.002195 0.000862 0.002195 -0.002131 -1.813384  -1.798100
65 0.083333 -0.002195 -0.000862 -0.002195 -0.002252 -1.817189  -1.798100
66 0.166667 0.002195 0.000862 0.002195 -0.000344 -1.813818  -1.798100
67 0.250000 -0.002195 -0.000862 -0.002195 0.000955 -1.817632  -1.798100
68 0.333333 0.002195 0.000862 0.002195 -0.000947 -1.812366  -1.798100
69 0.416667 -0.002195 -0.000862 -0.002195 0.001294 -1.814667  -1.798100
70 0.500000 0.002195 0.000862 0.002195 -0.000623 -1.800631  -1.798100
71 0.583333 -0.002195 -0.000862 -0.002195 -0.001597 -1.794601  -1.798100
72 0.666667 0.002195 0.000862 0.002195 0.000424 -1.750383  -1.798100
73 0.750000 -0.002195 -0.000862 -0.002195 0.001017 -1.719239  -1.798100
74 0.833333 0.002195 0.000862 0.002195 0.000200 -1.565142  -1.798100
75 0.916667 -0.002195 -0.000862 -0.002195 -0.000277 -1.624963  -1.798100
77 1.083333 -0.002195 -0.000862 -0.002195 0.000019 -1.357476  0.394920
78 1.166667 0.002195 0.000862 0.002195 -0.000001 -1.045346  0.394920
79 1.250000 -0.002195 -0.000862 -0.002195 -0.000001 -0.972995  0.394920
80 1.333333 0.002195 0.000862 0.002195 0.000001 -0.807484  0.394920
81 1.416667 -0.002195 -0.000862 -0.002195 -0.000001 -0.685784  0.394920
82 1.500000 0.002195 0.000862 0.002195 0.000001 -0.553288  0.394920
83 1.583333 -0.002195 -0.000862 -0.002195 -0.000001 -0.452486  0.394920
84 1.666667 0.002195 0.000862 0.002195 0.000001 -0.354872  0.394920
85 1.750000 -0.002195 -0.000862 -0.002195 -0.000001 -0.280722  0.394920
86 1.833333 0.002195 0.000862 0.002195 0.000001 -0.211758  0.394920
87 1.916667 -0.002195 -0.000862 -0.002195 -0.000001 -0.159894  0.394920
88 2.000000 0.002195 0.000862 0.002195 0.000001 -0.112325  0.394920
89 2.083333 -0.002195 -0.000862 -0.002195 -0.000001 -0.077143  0.394920
90 2.166667 0.002195 0.000862 0.002195 0.000001 -0.044904  0.394920
91 2.250000 -0.002195 -0.000862 -0.002195 -0.000001 -0.021671  0.394920
