0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 267761
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 259375
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 254037
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 249417
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 245893
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 242837
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 240029
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 237535
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 235191
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 232965
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 230857
